OLD_PATIENT_ID,PATIENT_ID
60883fdb-467a-0366-34d4-8119f335db45,PAT000247
4a427964-cac1-83b0-8b60-06a5f0abe9ae,PAT000248
1cee9d4d-1729-04f6-0174-5d51b9fe6ac9,PAT000249
b4668807-c16d-8066-f1ed-64bd0b256ef8,PAT000250
59422cc6-521e-ad6f-02ef-7ed8056339a4,PAT000251
e0b51a6a-8342-fbfc-506f-71d822281ff4,PAT000252
e41f4d25-8b1e-e331-c641-2c92dc01edb0,PAT000253
3f73702f-b9a9-e298-d9a5-e3ca63500fb7,PAT000254
d9adaa86-ad7c-6505-338a-045065999210,PAT000255
7f360a5f-24c9-23d4-18cb-e66244b7d43b,PAT000256
4c8e6f97-88b2-5590-335c-2a711541bb98,PAT000257
7be510a5-1c85-a1d0-c8a2-aa3b5c6f53ab,PAT000258
888d0581-6be1-3e9c-c97b-cc8d14a99e85,PAT000259
d3660af2-3a63-50bd-40c8-b58e7e248b6d,PAT000260
f64221e3-f939-3f39-ee6b-356a73bcd4c5,PAT000261
b50845b5-4259-3925-089c-bbc6d371e5dd,PAT000262
406df6e2-5f84-d4f7-644b-785e29f8b9a1,PAT000263
7087c847-4389-de8d-1b1f-228b64875978,PAT000264
1cf695f7-c285-fdbc-bb2f-e493d0ac2e52,PAT000265
0adcc572-263b-4862-c016-a8f6405ac3df,PAT000266
48098da6-779d-6d91-9813-ab09bbd4f97b,PAT000267
00b03fb7-bd07-3417-1738-84b8951cffb9,PAT000268
4547e79a-5bd6-0bd5-aeb0-499ea39c2b8f,PAT000269
4f2d87d4-1b2c-f2e2-7dea-9d67094a3ba2,PAT000270
7ff8b37f-a4d7-5639-fe98-dd84256260f3,PAT000271
61405915-6c6b-6056-082d-652ab40617cb,PAT000272
777810c9-9594-13d6-4ce6-8d920266ec99,PAT000273
2ae17fc1-1cd7-dbd6-dbdb-ffc47ab34249,PAT000274
a54c4b80-6e21-d61e-cd7a-9434399cd9ae,PAT000275
5ced0a4f-3cbe-61d6-03b9-dabb2dba82de,PAT000276
812fa9f1-88e9-9474-4794-ebf7dcdadb19,PAT000277
6484b72d-f8d8-99b5-d94a-aa81599cb90e,PAT000278
4c3b7b0a-d233-5763-6578-c2379f588b9f,PAT000279
9afc4c47-798a-fb8a-6c51-140252399f42,PAT000280
74b79f3d-d075-3c6c-32a1-045ba55b3eae,PAT000281
dcdec48d-53d4-d343-4a6c-accd7ba5eeea,PAT000282
f8c1401a-31aa-e84f-d16f-0c92a677c937,PAT000283
e6332de6-e3af-76e1-c455-66cd2ecb67e3,PAT000284
8346ef05-a137-eeb3-0136-2316f2ec7a93,PAT000285
caedd504-a68f-bd33-da2e-e429b8e8dbb3,PAT000286
7366e43f-34da-6fab-8154-37ecd71c2194,PAT000287
71bd1455-62f5-f5f5-ea4f-abacbb7d73db,PAT000288
59b7285a-46e2-26cb-7962-bc28532e158c,PAT000289
734cde20-71db-2182-b9be-43e1acf76a4a,PAT000290
493168a7-f87b-527d-6fa5-9614858712b9,PAT000291
57168476-c5a4-9857-c39c-c5551dd2f602,PAT000292
96bb3907-5116-7543-bb97-7c0a5052f27e,PAT000293
cac062b0-508a-4fe9-b3cd-3704093d2a24,PAT000294
e52aff32-5de7-3856-22de-3d2c3b12c8a0,PAT000295
d97a4986-68ff-9ebe-1739-55843d39cbf0,PAT000296
02662159-610c-2864-08ff-5f692831f549,PAT000297
8fd9c6fe-c102-49a4-1e8e-829fe6f9015d,PAT000298
c7c43a3d-f324-3b73-47af-23383f5a6f8d,PAT000299
bc0c4dc5-bf52-12a9-b438-838978cdd12e,PAT000300
5043eff3-a986-44da-69bf-c9bb7d72a988,PAT000301
dedf699b-6b08-e3ca-d6b4-170f6bdb63a7,PAT000302
09355d3d-568d-faa6-85cd-d85d0daf4046,PAT000303
7a13d43d-c3c3-4aa0-75a3-53c52d6a8141,PAT000304
3c30c545-9190-2507-0d5f-92b2f3560eba,PAT000305
60e241ea-3b2c-1a16-3de8-96b4b5cd73df,PAT000306
0b5d176e-9af3-a268-b884-c8872574f43a,PAT000307
e231e0d3-a7e4-e476-48ff-d6a345dd9409,PAT000308
cd4b8e1f-b0ee-73e9-db43-ae5222f646bc,PAT000309
d0bf6ac8-346f-df22-9f7d-6a9f3925dcd8,PAT000310
a777782e-96e6-579b-7cb5-a8f290cdc256,PAT000311
06f9d213-0a64-3c6c-5077-96b6f719516d,PAT000312
ceafc3ba-cacb-59f3-503b-4fe8d9a72bbe,PAT000313
91a132c4-8361-d6e9-b572-d33975c4a634,PAT000314
af1030f8-c783-8905-9f66-21dbd60b117b,PAT000315
2be57541-83b5-e954-2932-d541914990c5,PAT000316
c71fde76-87bc-1e75-8ac2-d5f6e810f135,PAT000317
be903606-4548-31ae-3ea5-cab5bb0c1e66,PAT000318
c1dc8c17-0c42-dc06-8868-d3e22eaf9c1a,PAT000319
25af6ff4-d518-60fb-8b53-c309dfffc1da,PAT000320
098d3c86-a437-e184-500b-b6419a6cb734,PAT000321
27cf61a7-f1ef-4044-7d92-7023a22ed18e,PAT000322
4a2a4a31-55ee-6434-446f-ac8fce1c2abe,PAT000323
2a306608-8a1c-7032-cd30-aa6950c9f2e4,PAT000324
f563f8bb-ac3b-3173-2207-568c8920828b,PAT000325
8123bbe5-27a0-0c35-d593-affc57244343,PAT000326
bf67a2ed-f5ba-aa88-a0e2-9faa3ab4ddf9,PAT000327
3958bf34-8dc2-d2a0-95ce-de78006a6579,PAT000328
aa4be2fd-e515-4921-5ef4-2f0df254dbbb,PAT000329
7066a4a4-511e-6a1d-9ff9-f998acb861ea,PAT000330
3462e2bf-f4be-a78c-790a-a1eddb581a60,PAT000331
f73dcf4a-1798-39fa-30a5-d336f841fff4,PAT000332
a2327c83-f731-e9fe-0183-4c0c08d8ba02,PAT000333
671212b5-8fdd-7193-e35c-5687b3682f6f,PAT000334
1e2fc14e-e139-b54b-5e4f-d265fa169596,PAT000335
25ac6c08-0e30-279a-a3e7-f6cb096457c4,PAT000336
ca8728b4-71e7-cbc2-5bd9-17c4a71f666c,PAT000337
b0621095-3547-b46e-ff6d-fd6a0c4670f7,PAT000338
711b003f-8763-e2c5-bfb4-dfc8676ca6cb,PAT000339
3cedfe93-0632-7899-0824-312cf40c1305,PAT000340
80bde553-f7f7-4232-050c-798936989a82,PAT000341
66a616e1-73d4-8df9-19e8-9a4241627177,PAT000342
cc8859a7-43a9-d202-bee5-2c4271f79f04,PAT000343
868978f3-1777-0aa2-e556-1ca83ae7e66b,PAT000344
8e56df86-424d-6947-5aaf-57817e844a51,PAT000345
ccf56a03-9635-ed9e-115c-7fe8a85f9a4b,PAT000346
f7659171-fee4-6b77-2296-b59b6ca52bda,PAT000347
e5c827bd-450d-906a-a23e-de1f7433e978,PAT000348
09391a0f-4480-970b-45d3-45f7fefe5317,PAT000349
11ae517f-c0ed-6c27-3dae-e79a0b3ef8ba,PAT000350
423416c5-2fab-186e-e986-a7768fec6fb4,PAT000351
51a1b805-9af8-14d3-3c10-4e3537a440af,PAT000352
3704beb4-845f-f307-999d-3f27d8e746c0,PAT000353
e823d093-874f-c647-a30e-872be8bb756e,PAT000354
7e4ece1e-a884-f725-f3a8-c69cd2b14998,PAT000355
5671517f-0668-072c-5271-cd014832708e,PAT000356
2a8dc907-368a-f9a5-985c-0b2ebe5bb301,PAT000357
66c27df2-382b-9967-37dc-d6a0e04ac77a,PAT000358
9e265fbf-01f4-eba3-8851-10ab94a7ddc4,PAT000359
cce7008e-e224-bd4a-2ad5-6eff8b616ed3,PAT000360
7a10619e-33b7-6a07-ef64-c52111d841ae,PAT000361
54baefac-5084-a8c5-a874-ab29c65e8082,PAT000362
c0846641-d2fa-cf9d-1da8-713d2ded88b3,PAT000363
b02c2f72-8277-a6f2-f89d-53c105e352e3,PAT000364
15eb0b3c-22ec-f2f2-b348-9c345414216f,PAT000365
d23a830d-0500-8e87-e62a-01c5b773da91,PAT000366
772cbe37-f648-017c-644b-09a26b6990e8,PAT000367
d431a338-980a-e9f5-1ced-6ca50b81b1d7,PAT000368
75947642-6917-07f4-c6c5-b10780b539dd,PAT000369
93e79813-f5fc-12dc-3654-950c7a23cda9,PAT000370
2bdc80f0-1059-1182-8136-d1e7ae7e7871,PAT000371
f9d5ca26-3ac6-22bb-a197-ff32cbe2d4d0,PAT000372
f54b6024-f012-d305-ea56-0767c80282af,PAT000373
fd5bf524-7cee-31f6-3c96-670ca91eed84,PAT000374
6d0ef766-f48b-365d-ad23-e6ef4abf0b68,PAT000375
4a236820-3776-da76-1ae1-000cac359f26,PAT000376
b70d1455-725d-4621-232c-188700cc9ac0,PAT000377
8253d2a7-305e-69c9-88cd-2b345a5b9aa5,PAT000378
89f07e89-8b3d-69db-1d9e-ad7d09957b93,PAT000379
73fffa76-ebb8-38b6-131d-b8e4cbf65c1b,PAT000380
a534cba5-aa67-f788-9662-568e5c18d923,PAT000381
79de0e6e-41f8-c883-7019-8001165fb6f1,PAT000382
f8e591c5-c97b-1b68-bbf2-56b2e263fca6,PAT000383
9a8e4ffa-4c23-4de2-ba2f-4a5dd91c2e4e,PAT000384
62237f07-b87a-d0fe-46ff-b1b000ff5122,PAT000385
03529a44-2a1b-1f95-45fa-28de5285d6b3,PAT000386
7eb62ffb-b242-9391-d625-cb402e590644,PAT000387
4f1b1c1a-ddfa-1b45-66b6-70214a09efb9,PAT000388
9b28ac16-feeb-083c-9d0b-bb1f2eb8f6c1,PAT000389
903edc14-b970-9156-1bfb-ef8567967c9d,PAT000390
27a7ee72-b2a3-e4aa-7a8d-375b9bd39acc,PAT000391
3303ef15-430c-d60a-2bc5-20da38a907a7,PAT000392
b18d0e9d-fde5-d1a6-095a-9f0fbd525863,PAT000393
f95b8f42-f563-ecb3-30a9-cf6833c609a8,PAT000394
56fa42ee-f7c4-07a3-6c07-0c3a5f22173d,PAT000395
e3d71736-6413-0eb1-9b1e-7c2392a15231,PAT000396
23ef9e73-8513-1dda-afa9-2a27b5ca3a6e,PAT000397
9d348d54-0360-1ae2-c479-bfdf91b8065b,PAT000398
719ac545-6f2c-4500-b4a0-69a667edac62,PAT000399
f910a82a-4359-da76-afce-af041e4f0851,PAT000400
f10f20aa-283f-9be7-5ca7-dd734adb448d,PAT000401
44e5662a-22bc-ed89-8279-8c97980c58be,PAT000402
9af72da6-146b-4249-3ec3-32cf293b4b16,PAT000403
9f74dd22-6ed4-b888-d17b-88a67a38ebdf,PAT000404
ccdd8da0-39de-f109-8d24-228b4a6c7b5a,PAT000405
5152ce60-d1dd-4cfd-9b5a-91daa26c9c79,PAT000406
e137e1be-7a95-7f18-e200-1d1a03d3fb70,PAT000407
1a4d1ccb-4ea1-aa4b-4510-4cd0c450eedd,PAT000408
849cb2ea-2afa-75c9-a40a-30825c3bc60a,PAT000409
d5e0e6a4-986a-74b7-311e-57e4a76330a6,PAT000410
9c4ddda6-e98f-c3ab-457a-786406a945dd,PAT000411
4dd74d7d-5fe9-f6c3-1ff7-55970e7e0f78,PAT000412
3a4f590f-ff7c-0aa3-3924-e747920e9417,PAT000413
7c74a14b-4b78-e8cd-4b96-a56a3378aa1b,PAT000414
1689261d-4ce6-f9b3-5dde-208458a34047,PAT000415
3fce1ae8-2b50-7172-0c71-a0ba7438a48c,PAT000416
f2adf03b-3593-d7f9-1892-54e5f10d2de3,PAT000417
8a37c527-c17b-dbbc-6a6d-11315cf9b5c7,PAT000418
c4ed8f0d-e993-c453-ef26-e533c18e829a,PAT000419
88b2148e-d8ee-6a12-8d60-20bc9bfc464e,PAT000420
9921b50d-0590-f22e-830f-71f7b93d73c1,PAT000421
